"JURISDICTION","AGE_GROUP","FINES","DETECTION_METHOD_CLEAN","LOCATION_TYPE","PERIOD_LENGTH","Month (Name)","Month (Number)"
"SA","40-64",3960,"Mobile camera","Unknown",30,"August",8
"SA","40-64",0,"Other","Unknown",30,"August",8
"SA","40-64",1711,"Police issued","Unknown",30,"August",8
"SA","65 and over",808,"Fixed camera systems","Unknown",30,"August",8
"SA","65 and over",1099,"Mobile camera","Unknown",30,"August",8
"SA","65 and over",0,"Other","Unknown",30,"August",8
"SA","65 and over",456,"Police issued","Unknown",30,"August",8
"SA","Unknown",171,"Fixed camera systems","Unknown",30,"August",8
"SA","Unknown",198,"Mobile camera","Unknown",30,"August",8
"SA","Unknown",0,"Other","Unknown",30,"August",8
"SA","Unknown",2,"Police issued","Unknown",30,"August",8
"SA","0-16",0,"Fixed camera systems","Unknown",29,"September",9
"SA","0-16",0,"Mobile camera","Unknown",29,"September",9
"SA","0-16",0,"Other","Unknown",29,"September",9
"SA","0-16",0,"Police issued","Unknown",29,"September",9
"SA","17-25",476,"Fixed camera systems","Unknown",29,"September",9
"SA","17-25",860,"Mobile camera","Unknown",29,"September",9
"SA","17-25",0,"Other","Unknown",29,"September",9
"SA","17-25",755,"Police issued","Unknown",29,"September",9
"SA","26-39",1140,"Fixed camera systems","Unknown",29,"September",9
"SA","26-39",2305,"Mobile camera","Unknown",29,"September",9
"SA","26-39",0,"Other","Unknown",29,"September",9
"SA","26-39",1380,"Police issued","Unknown",29,"September",9
"SA","40-64",2030,"Fixed camera systems","Unknown",29,"September",9
"SA","40-64",3651,"Mobile camera","Unknown",29,"September",9
"SA","40-64",0,"Other","Unknown",29,"September",9
"SA","40-64",1717,"Police issued","Unknown",29,"September",9
"SA","65 and over",822,"Fixed camera systems","Unknown",29,"September",9
"SA","65 and over",1052,"Mobile camera","Unknown",29,"September",9
"SA","65 and over",0,"Other","Unknown",29,"September",9
"SA","65 and over",465,"Police issued","Unknown",29,"September",9
"SA","Unknown",150,"Fixed camera systems","Unknown",29,"September",9
"SA","Unknown",185,"Mobile camera","Unknown",29,"September",9
"SA","Unknown",0,"Other","Unknown",29,"September",9
"SA","Unknown",6,"Police issued","Unknown",29,"September",9
"SA","0-16",0,"Fixed camera systems","Unknown",30,"October",10
"SA","0-16",2,"Mobile camera","Unknown",30,"October",10
"SA","0-16",0,"Other","Unknown",30,"October",10
"SA","0-16",1,"Police issued","Unknown",30,"October",10
"SA","17-25",429,"Fixed camera systems","Unknown",30,"October",10
"SA","17-25",799,"Mobile camera","Unknown",30,"October",10
"SA","17-25",0,"Other","Unknown",30,"October",10
"SA","17-25",719,"Police issued","Unknown",30,"October",10
"SA","26-39",1247,"Fixed camera systems","Unknown",30,"October",10
"SA","26-39",2223,"Mobile camera","Unknown",30,"October",10
"SA","26-39",1,"Other","Unknown",30,"October",10
"SA","26-39",1328,"Police issued","Unknown",30,"October",10
"SA","40-64",2098,"Fixed camera systems","Unknown",30,"October",10
"SA","40-64",3458,"Mobile camera","Unknown",30,"October",10
"SA","40-64",0,"Other","Unknown",30,"October",10
"SA","40-64",1617,"Police issued","Unknown",30,"October",10
"SA","65 and over",909,"Fixed camera systems","Unknown",30,"October",10
"SA","65 and over",1113,"Mobile camera","Unknown",30,"October",10
"SA","65 and over",0,"Other","Unknown",30,"October",10
"SA","65 and over",436,"Police issued","Unknown",30,"October",10
"SA","Unknown",196,"Fixed camera systems","Unknown",30,"October",10
"SA","Unknown",181,"Mobile camera","Unknown",30,"October",10
"SA","Unknown",0,"Other","Unknown",30,"October",10
"SA","Unknown",8,"Police issued","Unknown",30,"October",10
"SA","0-16",1,"Fixed camera systems","Unknown",29,"November",11
"SA","0-16",1,"Mobile camera","Unknown",29,"November",11
"SA","0-16",0,"Other","Unknown",29,"November",11
"SA","0-16",2,"Police issued","Unknown",29,"November",11
"SA","17-25",488,"Fixed camera systems","Unknown",29,"November",11
"SA","17-25",903,"Mobile camera","Unknown",29,"November",11
"SA","17-25",0,"Other","Unknown",29,"November",11
"SA","17-25",759,"Police issued","Unknown",29,"November",11
"SA","26-39",1189,"Fixed camera systems","Unknown",29,"November",11
"SA","26-39",2343,"Mobile camera","Unknown",29,"November",11
"SA","26-39",0,"Other","Unknown",29,"November",11
"SA","26-39",1330,"Police issued","Unknown",29,"November",11
"SA","40-64",2103,"Fixed camera systems","Unknown",29,"November",11
"SA","40-64",3945,"Mobile camera","Unknown",29,"November",11
"SA","40-64",0,"Other","Unknown",29,"November",11
"SA","40-64",1817,"Police issued","Unknown",29,"November",11
"SA","65 and over",742,"Fixed camera systems","Unknown",29,"November",11
"SA","65 and over",1329,"Mobile camera","Unknown",29,"November",11
"SA","65 and over",0,"Other","Unknown",29,"November",11
"SA","65 and over",543,"Police issued","Unknown",29,"November",11
"SA","Unknown",166,"Fixed camera systems","Unknown",29,"November",11
"SA","Unknown",212,"Mobile camera","Unknown",29,"November",11
"SA","Unknown",0,"Other","Unknown",29,"November",11
"SA","Unknown",2,"Police issued","Unknown",29,"November",11
"SA","0-16",2,"Fixed camera systems","Unknown",30,"December",12
"SA","0-16",0,"Mobile camera","Unknown",30,"December",12
"SA","0-16",0,"Other","Unknown",30,"December",12
"SA","0-16",2,"Police issued","Unknown",30,"December",12
"SA","17-25",370,"Fixed camera systems","Unknown",30,"December",12
"SA","17-25",599,"Mobile camera","Unknown",30,"December",12
"SA","17-25",0,"Other","Unknown",30,"December",12
"SA","17-25",709,"Police issued","Unknown",30,"December",12
"SA","26-39",876,"Fixed camera systems","Unknown",30,"December",12
"SA","26-39",1581,"Mobile camera","Unknown",30,"December",12
"SA","26-39",1,"Other","Unknown",30,"December",12
"SA","26-39",1287,"Police issued","Unknown",30,"December",12
"SA","40-64",1773,"Fixed camera systems","Unknown",30,"December",12
"SA","40-64",2638,"Mobile camera","Unknown",30,"December",12
"SA","40-64",0,"Other","Unknown",30,"December",12
"SA","40-64",1566,"Police issued","Unknown",30,"December",12
"SA","65 and over",709,"Fixed camera systems","Unknown",30,"December",12
"SA","65 and over",847,"Mobile camera","Unknown",30,"December",12
"SA","65 and over",0,"Other","Unknown",30,"December",12
"SA","65 and over",452,"Police issued","Unknown",30,"December",12
"SA","Unknown",151,"Fixed camera systems","Unknown",30,"December",12
"SA","Unknown",130,"Mobile camera","Unknown",30,"December",12
"SA","Unknown",0,"Other","Unknown",30,"December",12
"SA","Unknown",4,"Police issued","Unknown",30,"December",12
"TAS","17-25",577,"Fixed or mobile camera","Unknown",30,"January",1
"TAS","17-25",447,"Police issued","Unknown",30,"January",1
"TAS","26-39",1568,"Fixed or mobile camera","Unknown",30,"January",1
"TAS","26-39",736,"Police issued","Unknown",30,"January",1
"TAS","40-64",1903,"Fixed or mobile camera","Unknown",30,"January",1
"TAS","40-64",834,"Police issued","Unknown",30,"January",1
"TAS","65 and over",623,"Fixed or mobile camera","Unknown",30,"January",1
"TAS","65 and over",239,"Police issued","Unknown",30,"January",1
"TAS","Unknown",5,"Fixed or mobile camera","Unknown",30,"January",1
"TAS","Unknown",1,"Police issued","Unknown",30,"January",1
"TAS","0-16",0,"Police issued","Unknown",27,"February",2
"TAS","17-25",389,"Fixed or mobile camera","Unknown",27,"February",2
"TAS","17-25",319,"Police issued","Unknown",27,"February",2
"TAS","26-39",1001,"Fixed or mobile camera","Unknown",27,"February",2
"TAS","26-39",562,"Police issued","Unknown",27,"February",2
"TAS","40-64",1193,"Fixed or mobile camera","Unknown",27,"February",2
"TAS","40-64",642,"Police issued","Unknown",27,"February",2
"TAS","65 and over",419,"Fixed or mobile camera","Unknown",27,"February",2
"TAS","65 and over",207,"Police issued","Unknown",27,"February",2
"TAS","Unknown",3,"Fixed or mobile camera","Unknown",27,"February",2
"TAS","Unknown",1,"Police issued","Unknown",27,"February",2
"TAS","0-16",0,"Police issued","Unknown",30,"March",3
"TAS","17-25",319,"Fixed or mobile camera","Unknown",30,"March",3
"TAS","17-25",301,"Police issued","Unknown",30,"March",3
"TAS","26-39",860,"Fixed or mobile camera","Unknown",30,"March",3
"TAS","26-39",517,"Police issued","Unknown",30,"March",3
"TAS","40-64",1118,"Fixed or mobile camera","Unknown",30,"March",3
"TAS","40-64",640,"Police issued","Unknown",30,"March",3
"TAS","65 and over",434,"Fixed or mobile camera","Unknown",30,"March",3
"TAS","65 and over",181,"Police issued","Unknown",30,"March",3
"TAS","Unknown",2,"Police issued","Unknown",30,"March",3
"TAS","0-16",1,"Fixed or mobile camera","Unknown",29,"April",4
"TAS","17-25",370,"Fixed or mobile camera","Unknown",29,"April",4
"TAS","17-25",321,"Police issued","Unknown",29,"April",4
"TAS","26-39",903,"Fixed or mobile camera","Unknown",29,"April",4
"TAS","26-39",523,"Police issued","Unknown",29,"April",4
"TAS","40-64",1246,"Fixed or mobile camera","Unknown",29,"April",4
"TAS","40-64",539,"Police issued","Unknown",29,"April",4
"TAS","65 and over",458,"Fixed or mobile camera","Unknown",29,"April",4
"TAS","65 and over",158,"Police issued","Unknown",29,"April",4
"TAS","Unknown",1,"Fixed or mobile camera","Unknown",29,"April",4
"TAS","Unknown",1,"Police issued","Unknown",29,"April",4
"TAS","0-16",3,"Fixed or mobile camera","Unknown",30,"May",5
"TAS","17-25",427,"Fixed or mobile camera","Unknown",30,"May",5
"TAS","17-25",324,"Police issued","Unknown",30,"May",5
"TAS","26-39",1188,"Fixed or mobile camera","Unknown",30,"May",5
"TAS","26-39",539,"Police issued","Unknown",30,"May",5
"TAS","40-64",1624,"Fixed or mobile camera","Unknown",30,"May",5
"TAS","40-64",656,"Police issued","Unknown",30,"May",5
"TAS","65 and over",548,"Fixed or mobile camera","Unknown",30,"May",5
"TAS","65 and over",181,"Police issued","Unknown",30,"May",5
"TAS","Unknown",8,"Fixed or mobile camera","Unknown",30,"May",5
"TAS","Unknown",1,"Police issued","Unknown",30,"May",5
"TAS","0-16",2,"Fixed or mobile camera","Unknown",29,"June",6
"TAS","0-16",1,"Police issued","Unknown",29,"June",6
"TAS","17-25",488,"Fixed or mobile camera","Unknown",29,"June",6
"TAS","17-25",265,"Police issued","Unknown",29,"June",6
"TAS","26-39",1158,"Fixed or mobile camera","Unknown",29,"June",6
"TAS","26-39",427,"Police issued","Unknown",29,"June",6
"TAS","40-64",1614,"Fixed or mobile camera","Unknown",29,"June",6
"TAS","40-64",469,"Police issued","Unknown",29,"June",6
"TAS","65 and over",613,"Fixed or mobile camera","Unknown",29,"June",6
"TAS","65 and over",134,"Police issued","Unknown",29,"June",6
"TAS","Unknown",1,"Police issued","Unknown",29,"June",6
"TAS","0-16",1,"Fixed or mobile camera","Unknown",30,"July",7
"TAS","17-25",509,"Fixed or mobile camera","Unknown",30,"July",7
"TAS","17-25",316,"Police issued","Unknown",30,"July",7
"TAS","26-39",1200,"Fixed or mobile camera","Unknown",30,"July",7
"TAS","26-39",489,"Police issued","Unknown",30,"July",7
"TAS","40-64",1660,"Fixed or mobile camera","Unknown",30,"July",7
"TAS","40-64",598,"Police issued","Unknown",30,"July",7
"TAS","65 and over",585,"Fixed or mobile camera","Unknown",30,"July",7
"TAS","65 and over",175,"Police issued","Unknown",30,"July",7
"TAS","0-16",3,"Fixed or mobile camera","Unknown",30,"August",8
"TAS","17-25",474,"Fixed or mobile camera","Unknown",30,"August",8
"TAS","17-25",294,"Police issued","Unknown",30,"August",8
"TAS","26-39",1128,"Fixed or mobile camera","Unknown",30,"August",8
"TAS","26-39",504,"Police issued","Unknown",30,"August",8
"TAS","40-64",1692,"Fixed or mobile camera","Unknown",30,"August",8
"TAS","40-64",536,"Police issued","Unknown",30,"August",8
"TAS","65 and over",561,"Fixed or mobile camera","Unknown",30,"August",8
"TAS","65 and over",168,"Police issued","Unknown",30,"August",8
"TAS","Unknown",1,"Fixed or mobile camera","Unknown",30,"August",8
"TAS","0-16",3,"Fixed or mobile camera","Unknown",29,"September",9
"TAS","0-16",0,"Police issued","Unknown",29,"September",9
"TAS","17-25",371,"Fixed or mobile camera","Unknown",29,"September",9
"TAS","17-25",384,"Police issued","Unknown",29,"September",9
"TAS","26-39",854,"Fixed or mobile camera","Unknown",29,"September",9
"TAS","26-39",580,"Police issued","Unknown",29,"September",9
"TAS","40-64",1180,"Fixed or mobile camera","Unknown",29,"September",9
"TAS","40-64",675,"Police issued","Unknown",29,"September",9
"TAS","65 and over",393,"Fixed or mobile camera","Unknown",29,"September",9
"TAS","65 and over",181,"Police issued","Unknown",29,"September",9
"TAS","Unknown",1,"Police issued","Unknown",29,"September",9
"TAS","0-16",1,"Police issued","Unknown",30,"October",10
"TAS","17-25",509,"Fixed or mobile camera","Unknown",30,"October",10
"TAS","17-25",322,"Police issued","Unknown",30,"October",10
"TAS","26-39",1360,"Fixed or mobile camera","Unknown",30,"October",10
"TAS","26-39",520,"Police issued","Unknown",30,"October",10
"TAS","40-64",1916,"Fixed or mobile camera","Unknown",30,"October",10
"TAS","40-64",630,"Police issued","Unknown",30,"October",10
"TAS","65 and over",761,"Fixed or mobile camera","Unknown",30,"October",10
"TAS","65 and over",184,"Police issued","Unknown",30,"October",10
"TAS","Unknown",2,"Fixed or mobile camera","Unknown",30,"October",10
"TAS","Unknown",1,"Police issued","Unknown",30,"October",10
"TAS","0-16",1,"Fixed or mobile camera","Unknown",29,"November",11
"TAS","0-16",0,"Police issued","Unknown",29,"November",11
"TAS","17-25",636,"Fixed or mobile camera","Unknown",29,"November",11
"TAS","17-25",295,"Police issued","Unknown",29,"November",11
"TAS","26-39",1549,"Fixed or mobile camera","Unknown",29,"November",11
"TAS","26-39",469,"Police issued","Unknown",29,"November",11
"TAS","40-64",2159,"Fixed or mobile camera","Unknown",29,"November",11
"TAS","40-64",537,"Police issued","Unknown",29,"November",11
"TAS","65 and over",784,"Fixed or mobile camera","Unknown",29,"November",11
"TAS","65 and over",161,"Police issued","Unknown",29,"November",11
"TAS","Unknown",2,"Fixed or mobile camera","Unknown",29,"November",11
"TAS","Unknown",3,"Police issued","Unknown",29,"November",11
"TAS","0-16",1,"Fixed or mobile camera","Unknown",30,"December",12
"TAS","0-16",1,"Police issued","Unknown",30,"December",12
"TAS","17-25",456,"Fixed or mobile camera","Unknown",30,"December",12
"TAS","17-25",294,"Police issued","Unknown",30,"December",12
"TAS","26-39",1209,"Fixed or mobile camera","Unknown",30,"December",12
"TAS","26-39",442,"Police issued","Unknown",30,"December",12
"TAS","40-64",1740,"Fixed or mobile camera","Unknown",30,"December",12
"TAS","40-64",525,"Police issued","Unknown",30,"December",12
"TAS","65 and over",641,"Fixed or mobile camera","Unknown",30,"December",12
"TAS","65 and over",179,"Police issued","Unknown",30,"December",12
"TAS","Unknown",1,"Fixed or mobile camera","Unknown",30,"December",12
"VIC","17-25",180,"Fixed camera systems","Regional",30,"January",1
"VIC","17-25",2125,"Mobile camera","Regional",30,"January",1
"VIC","17-25",820,"Police issued","Regional",30,"January",1
"VIC","26-39",708,"Fixed camera systems","Regional",30,"January",1
"VIC","26-39",10144,"Mobile camera","Regional",30,"January",1
"VIC","26-39",1524,"Police issued","Regional",30,"January",1
"VIC","40-64",1015,"Fixed camera systems","Regional",30,"January",1
"VIC","40-64",16192,"Mobile camera","Regional",30,"January",1
"VIC","40-64",1943,"Police issued","Regional",30,"January",1
"VIC","65 and over",303,"Fixed camera systems","Regional",30,"January",1
"VIC","65 and over",5052,"Mobile camera","Regional",30,"January",1
"VIC","65 and over",437,"Police issued","Regional",30,"January",1
"VIC","Unknown",725,"Fixed camera systems","Regional",30,"January",1
"VIC","Unknown",7544,"Mobile camera","Regional",30,"January",1
"VIC","17-25",2784,"Fixed camera systems","Urban",30,"January",1
"VIC","17-25",466,"Mobile camera","Urban",30,"January",1
"VIC","17-25",1050,"Police issued","Urban",30,"January",1
"VIC","26-39",11589,"Fixed camera systems","Urban",30,"January",1
"VIC","26-39",1827,"Mobile camera","Urban",30,"January",1
"VIC","26-39",1863,"Police issued","Urban",30,"January",1
"VIC","40-64",19952,"Fixed camera systems","Urban",30,"January",1
"VIC","40-64",3350,"Mobile camera","Urban",30,"January",1
"VIC","40-64",1966,"Police issued","Urban",30,"January",1
"VIC","65 and over",5764,"Fixed camera systems","Urban",30,"January",1
"VIC","65 and over",1434,"Mobile camera","Urban",30,"January",1
"VIC","65 and over",381,"Police issued","Urban",30,"January",1
"VIC","Unknown",11839,"Fixed camera systems","Urban",30,"January",1
"VIC","Unknown",1600,"Mobile camera","Urban",30,"January",1
"VIC","17-25",1,"Fixed camera systems","Regional",30,"January",1
"VIC","17-25",74,"Mobile camera","Regional",30,"January",1
"VIC","17-25",200,"Police issued","Regional",30,"January",1
"VIC","26-39",10,"Fixed camera systems","Regional",30,"January",1
"VIC","26-39",306,"Mobile camera","Regional",30,"January",1
"VIC","26-39",379,"Police issued","Regional",30,"January",1
"VIC","40-64",17,"Fixed camera systems","Regional",30,"January",1
"VIC","40-64",596,"Mobile camera","Regional",30,"January",1
"VIC","40-64",450,"Police issued","Regional",30,"January",1
"VIC","65 and over",6,"Fixed camera systems","Regional",30,"January",1
"VIC","65 and over",283,"Mobile camera","Regional",30,"January",1
"VIC","65 and over",97,"Police issued","Regional",30,"January",1
"VIC","Unknown",11,"Fixed camera systems","Regional",30,"January",1
"VIC","Unknown",327,"Mobile camera","Regional",30,"January",1
"VIC","17-25",1,"Mobile camera","Remote",30,"January",1
"VIC","17-25",6,"Police issued","Remote",30,"January",1
"VIC","26-39",1,"Mobile camera","Remote",30,"January",1
"VIC","26-39",16,"Police issued","Remote",30,"January",1
"VIC","40-64",2,"Mobile camera","Remote",30,"January",1
"VIC","40-64",38,"Police issued","Remote",30,"January",1
"VIC","65 and over",8,"Police issued","Remote",30,"January",1
"VIC","17-25",63,"Fixed camera systems","Unknown",30,"January",1
"VIC","17-25",68,"Mobile camera","Unknown",30,"January",1
"VIC","17-25",9,"Police issued","Unknown",30,"January",1
"VIC","26-39",218,"Fixed camera systems","Unknown",30,"January",1
"VIC","26-39",252,"Mobile camera","Unknown",30,"January",1
"VIC","26-39",23,"Police issued","Unknown",30,"January",1
"VIC","40-64",288,"Fixed camera systems","Unknown",30,"January",1
"VIC","40-64",364,"Mobile camera","Unknown",30,"January",1
"VIC","40-64",18,"Police issued","Unknown",30,"January",1
"VIC","65 and over",62,"Fixed camera systems","Unknown",30,"January",1
"VIC","65 and over",117,"Mobile camera","Unknown",30,"January",1
"VIC","65 and over",1,"Police issued","Unknown",30,"January",1
"VIC","Unknown",205,"Fixed camera systems","Unknown",30,"January",1
"VIC","Unknown",126,"Mobile camera","Unknown",30,"January",1
"VIC","Unknown",1,"Police issued","Unknown",30,"January",1
"VIC","17-25",152,"Fixed camera systems","Regional",27,"February",2
"VIC","17-25",471,"Mobile camera","Regional",27,"February",2
"VIC","17-25",669,"Police issued","Regional",27,"February",2
"VIC","26-39",649,"Fixed camera systems","Regional",27,"February",2
"VIC","26-39",1853,"Mobile camera","Regional",27,"February",2
"VIC","26-39",1215,"Police issued","Regional",27,"February",2
"VIC","40-64",954,"Fixed camera systems","Regional",27,"February",2
"VIC","40-64",3158,"Mobile camera","Regional",27,"February",2
"VIC","40-64",1587,"Police issued","Regional",27,"February",2
"VIC","65 and over",295,"Fixed camera systems","Regional",27,"February",2
"VIC","65 and over",1492,"Mobile camera","Regional",27,"February",2
"VIC","65 and over",405,"Police issued","Regional",27,"February",2
"VIC","Unknown",820,"Fixed camera systems","Regional",27,"February",2
"VIC","Unknown",1665,"Mobile camera","Regional",27,"February",2
"VIC","Unknown",3,"Police issued","Regional",27,"February",2
"VIC","0-16",2,"Police issued","Urban",27,"February",2
"VIC","17-25",2051,"Fixed camera systems","Urban",27,"February",2
"VIC","17-25",1926,"Mobile camera","Urban",27,"February",2
"VIC","17-25",762,"Police issued","Urban",27,"February",2
"VIC","26-39",8561,"Fixed camera systems","Urban",27,"February",2
"VIC","26-39",8726,"Mobile camera","Urban",27,"February",2
"VIC","26-39",1464,"Police issued","Urban",27,"February",2
"VIC","40-64",14791,"Fixed camera systems","Urban",27,"February",2
"VIC","40-64",14530,"Mobile camera","Urban",27,"February",2
"VIC","40-64",1695,"Police issued","Urban",27,"February",2
"VIC","65 and over",4488,"Fixed camera systems","Urban",27,"February",2
"VIC","65 and over",4294,"Mobile camera","Urban",27,"February",2
"VIC","65 and over",325,"Police issued","Urban",27,"February",2
"VIC","Unknown",9373,"Fixed camera systems","Urban",27,"February",2
"VIC","Unknown",7165,"Mobile camera","Urban",27,"February",2
"VIC","Unknown",2,"Police issued","Urban",27,"February",2
"VIC","17-25",1,"Fixed camera systems","Regional",27,"February",2
"VIC","17-25",53,"Mobile camera","Regional",27,"February",2
"VIC","17-25",131,"Police issued","Regional",27,"February",2
"VIC","26-39",5,"Fixed camera systems","Regional",27,"February",2
"VIC","26-39",251,"Mobile camera","Regional",27,"February",2
"VIC","26-39",295,"Police issued","Regional",27,"February",2
"VIC","40-64",16,"Fixed camera systems","Regional",27,"February",2
"VIC","40-64",417,"Mobile camera","Regional",27,"February",2
"VIC","40-64",322,"Police issued","Regional",27,"February",2
"VIC","65 and over",5,"Fixed camera systems","Regional",27,"February",2
"VIC","65 and over",268,"Mobile camera","Regional",27,"February",2
"VIC","65 and over",90,"Police issued","Regional",27,"February",2
"VIC","Unknown",11,"Fixed camera systems","Regional",27,"February",2
"VIC","Unknown",263,"Mobile camera","Regional",27,"February",2
"VIC","Unknown",1,"Police issued","Regional",27,"February",2
"VIC","17-25",6,"Police issued","Remote",27,"February",2
"VIC","26-39",18,"Police issued","Remote",27,"February",2
"VIC","40-64",1,"Mobile camera","Remote",27,"February",2
"VIC","40-64",19,"Police issued","Remote",27,"February",2
"VIC","65 and over",13,"Police issued","Remote",27,"February",2
"VIC","17-25",46,"Fixed camera systems","Unknown",27,"February",2
"VIC","17-25",76,"Mobile camera","Unknown",27,"February",2
"VIC","17-25",8,"Police issued","Unknown",27,"February",2
"VIC","26-39",87,"Fixed camera systems","Unknown",27,"February",2
"VIC","26-39",206,"Mobile camera","Unknown",27,"February",2
"VIC","26-39",24,"Police issued","Unknown",27,"February",2
"VIC","40-64",111,"Fixed camera systems","Unknown",27,"February",2
"VIC","40-64",292,"Mobile camera","Unknown",27,"February",2
"VIC","40-64",26,"Police issued","Unknown",27,"February",2
"VIC","65 and over",38,"Fixed camera systems","Unknown",27,"February",2
"VIC","65 and over",113,"Mobile camera","Unknown",27,"February",2
"VIC","65 and over",3,"Police issued","Unknown",27,"February",2
"VIC","Unknown",69,"Fixed camera systems","Unknown",27,"February",2
"VIC","Unknown",110,"Mobile camera","Unknown",27,"February",2
"VIC","17-25",157,"Fixed camera systems","Regional",30,"March",3
"VIC","17-25",582,"Mobile camera","Regional",30,"March",3
"VIC","17-25",731,"Police issued","Regional",30,"March",3
"VIC","26-39",741,"Fixed camera systems","Regional",30,"March",3
"VIC","26-39",2056,"Mobile camera","Regional",30,"March",3
"VIC","26-39",1408,"Police issued","Regional",30,"March",3
"VIC","40-64",1171,"Fixed camera systems","Regional",30,"March",3
"VIC","40-64",3505,"Mobile camera","Regional",30,"March",3
"VIC","40-64",1764,"Police issued","Regional",30,"March",3
"VIC","65 and over",546,"Fixed camera systems","Regional",30,"March",3
"VIC","65 and over",1632,"Mobile camera","Regional",30,"March",3
"VIC","65 and over",474,"Police issued","Regional",30,"March",3
"VIC","Unknown",899,"Fixed camera systems","Regional",30,"March",3
"VIC","Unknown",1923,"Mobile camera","Regional",30,"March",3
"VIC","Unknown",1,"Police issued","Regional",30,"March",3
"VIC","0-16",1,"Police issued","Urban",30,"March",3
"VIC","17-25",2302,"Fixed camera systems","Urban",30,"March",3
"VIC","17-25",2060,"Mobile camera","Urban",30,"March",3
"VIC","17-25",932,"Police issued","Urban",30,"March",3
"VIC","26-39",9321,"Fixed camera systems","Urban",30,"March",3
"VIC","26-39",9294,"Mobile camera","Urban",30,"March",3
"VIC","26-39",1740,"Police issued","Urban",30,"March",3
"VIC","40-64",16204,"Fixed camera systems","Urban",30,"March",3
"VIC","40-64",15282,"Mobile camera","Urban",30,"March",3
"VIC","40-64",2072,"Police issued","Urban",30,"March",3
"VIC","65 and over",4903,"Fixed camera systems","Urban",30,"March",3
"VIC","65 and over",4603,"Mobile camera","Urban",30,"March",3
"VIC","65 and over",367,"Police issued","Urban",30,"March",3
"VIC","Unknown",10282,"Fixed camera systems","Urban",30,"March",3
"VIC","Unknown",7568,"Mobile camera","Urban",30,"March",3
"VIC","Unknown",2,"Police issued","Urban",30,"March",3
"VIC","17-25",1,"Fixed camera systems","Regional",30,"March",3
"VIC","17-25",77,"Mobile camera","Regional",30,"March",3
"VIC","17-25",186,"Police issued","Regional",30,"March",3
"VIC","26-39",17,"Fixed camera systems","Regional",30,"March",3
"VIC","26-39",326,"Mobile camera","Regional",30,"March",3
"VIC","26-39",405,"Police issued","Regional",30,"March",3
"VIC","40-64",22,"Fixed camera systems","Regional",30,"March",3
"VIC","40-64",579,"Mobile camera","Regional",30,"March",3
"VIC","40-64",469,"Police issued","Regional",30,"March",3
"VIC","65 and over",9,"Fixed camera systems","Regional",30,"March",3
"VIC","65 and over",345,"Mobile camera","Regional",30,"March",3
"VIC","65 and over",123,"Police issued","Regional",30,"March",3
"VIC","Unknown",18,"Fixed camera systems","Regional",30,"March",3
"VIC","Unknown",360,"Mobile camera","Regional",30,"March",3
"VIC","Unknown",1,"Police issued","Regional",30,"March",3
"VIC","17-25",3,"Police issued","Remote",30,"March",3
"VIC","26-39",8,"Police issued","Remote",30,"March",3
"VIC","40-64",4,"Police issued","Remote",30,"March",3
"VIC","65 and over",2,"Police issued","Remote",30,"March",3
"VIC","17-25",58,"Fixed camera systems","Unknown",30,"March",3
"VIC","17-25",54,"Mobile camera","Unknown",30,"March",3
"VIC","17-25",4,"Police issued","Unknown",30,"March",3
"VIC","26-39",203,"Fixed camera systems","Unknown",30,"March",3
"VIC","26-39",169,"Mobile camera","Unknown",30,"March",3
"VIC","26-39",19,"Police issued","Unknown",30,"March",3
"VIC","40-64",333,"Fixed camera systems","Unknown",30,"March",3
"VIC","40-64",244,"Mobile camera","Unknown",30,"March",3
"VIC","40-64",26,"Police issued","Unknown",30,"March",3
"VIC","65 and over",99,"Fixed camera systems","Unknown",30,"March",3
"VIC","65 and over",98,"Mobile camera","Unknown",30,"March",3
"VIC","65 and over",6,"Police issued","Unknown",30,"March",3
"VIC","Unknown",182,"Fixed camera systems","Unknown",30,"March",3
"VIC","Unknown",115,"Mobile camera","Unknown",30,"March",3
"VIC","0-16",1,"Police issued","Regional",29,"April",4
"VIC","17-25",188,"Fixed camera systems","Regional",29,"April",4
"VIC","17-25",575,"Mobile camera","Regional",29,"April",4
"VIC","17-25",770,"Police issued","Regional",29,"April",4
"VIC","26-39",753,"Fixed camera systems","Regional",29,"April",4
"VIC","26-39",2153,"Mobile camera","Regional",29,"April",4
"VIC","26-39",1379,"Police issued","Regional",29,"April",4
"VIC","40-64",1321,"Fixed camera systems","Regional",29,"April",4
"VIC","40-64",3463,"Mobile camera","Regional",29,"April",4
"VIC","40-64",1688,"Police issued","Regional",29,"April",4
"VIC","65 and over",534,"Fixed camera systems","Regional",29,"April",4
"VIC","65 and over",1489,"Mobile camera","Regional",29,"April",4
"VIC","65 and over",416,"Police issued","Regional",29,"April",4
"VIC","Unknown",970,"Fixed camera systems","Regional",29,"April",4
"VIC","Unknown",1724,"Mobile camera","Regional",29,"April",4
"VIC","Unknown",4,"Police issued","Regional",29,"April",4
"VIC","17-25",2127,"Fixed camera systems","Urban",29,"April",4
"VIC","17-25",1945,"Mobile camera","Urban",29,"April",4
"VIC","17-25",875,"Police issued","Urban",29,"April",4
"VIC","26-39",8718,"Fixed camera systems","Urban",29,"April",4
"VIC","26-39",8560,"Mobile camera","Urban",29,"April",4
